ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/HP_0003621,Juvenile onset,"",http://purl.obolibrary.org/obo/PROMOT_0010023|http://purl.obolibrary.org/obo/PROMOT_0010037,"","","","","","","","","","","","","","",0.6645,Juvenile onset [0.47] | Middle age onset [0.468] | Adult onset [0.427] || Juvenile onset [0.665] | juvenile myasthenia gravis [0.436] | childhood-onset dementia [0.436],PROMOT mapping: 'Early young adulthood' (LLM score: 0.4703) | Candidates: Juvenile onset [0.47] | Middle age onset [0.468] | Adult onset [0.427] | PROMOT mapping: 'Juvenile age' (LLM score: 0.6645) | Candidates: Juvenile onset [0.665] | juvenile myasthenia gravis [0.436] | childhood-onset dementia [0.436]
http://purl.obolibrary.org/obo/HP_0030674,Antenatal onset,"",http://purl.obolibrary.org/obo/PROMOT_0010026|http://purl.obolibrary.org/obo/PROMOT_0010029|http://purl.obolibrary.org/obo/PROMOT_0010030|http://purl.obolibrary.org/obo/PROMOT_0010031|http://purl.obolibrary.org/obo/PROMOT_0010046|http://purl.obolibrary.org/obo/PROMOT_0010052,"","","","","","","","","","","","","","",0.56,Antenatal onset [0.56] | antenatal multiminicore disease with arthrogryposis multiplex congenita [0.433] | congenital or acquired [0.354] || Antenatal onset [0.384] | Miscarriage [0.364] | embryonic uterus [0.285] || Antenatal onset [0.404] | Miscarriage [0.393] | embryonic uterus [0.361] || Antenatal onset [0.407] | Miscarriage [0.378] | embryonic uterus [0.352] || Antenatal onset [0.369] | embryonic uterus [0.349] | Abnormality of prenatal development or birth [0.324] || Antenatal onset [0.503] | Abnormality of prenatal development or birth [0.405] | embryonic uterus [0.378],PROMOT mapping: 'Antenatal age' (LLM score: 0.56) | Candidates: Antenatal onset [0.56] | antenatal multiminicore disease with arthrogryposis multiplex congenita [0.433] | congenital or acquired [0.354] | PROMOT mapping: 'Late first trimester' (LLM score: 0.3843) | Candidates: Antenatal onset [0.384] | Miscarriage [0.364] | embryonic uterus [0.285] | PROMOT mapping: 'Second trimester' (LLM score: 0.4044) | Candidates: Antenatal onset [0.404] | Miscarriage [0.393] | embryonic uterus [0.361] | PROMOT mapping: 'Third trimester' (LLM score: 0.4068) | Candidates: Antenatal onset [0.407] | Miscarriage [0.378] | embryonic uterus [0.352] | PROMOT mapping: 'Sex at birth not recorded' (LLM score: 0.3687) | Candidates: Antenatal onset [0.369] | embryonic uterus [0.349] | Abnormality of prenatal development or birth [0.324] | PROMOT mapping: 'Nb of previous pregnancies' (LLM score: 0.5026) | Candidates: Antenatal onset [0.503] | Abnormality of prenatal development or birth [0.405] | embryonic uterus [0.378]
http://purl.obolibrary.org/obo/UBERON_0005795,embryonic uterus,"",http://purl.obolibrary.org/obo/PROMOT_0010027|http://purl.obolibrary.org/obo/PROMOT_0010028|http://purl.obolibrary.org/obo/PROMOT_0010041|http://purl.obolibrary.org/obo/PROMOT_0010042|http://purl.obolibrary.org/obo/PROMOT_0010044,"","","","","","","","","","","","","","",0.6831,embryonic uterus [0.612] | embryo [0.6] | cleaving embryo [0.581] || embryonic uterus [0.683] | uterus [0.561] | congenital [0.543] || embryonic uterus [0.483] | Infertility [0.467] | uterus [0.447] || embryonic uterus [0.523] | uterus [0.518] | female reproductive system [0.472] || embryonic uterus [0.472] | precocious puberty [0.439] | uterus [0.433],PROMOT mapping: 'Embryonal' (LLM score: 0.6119) | Candidates: embryonic uterus [0.612] | embryo [0.6] | cleaving embryo [0.581] | PROMOT mapping: 'Fetal' (LLM score: 0.6831) | Candidates: embryonic uterus [0.683] | uterus [0.561] | congenital [0.543] | PROMOT mapping: 'Sex at birth' (LLM score: 0.4828) | Candidates: embryonic uterus [0.483] | Infertility [0.467] | uterus [0.447] | PROMOT mapping: 'Female sex at birth' (LLM score: 0.5228) | Candidates: embryonic uterus [0.523] | uterus [0.518] | female reproductive system [0.472] | PROMOT mapping: 'Male sex at birth' (LLM score: 0.4719) | Candidates: embryonic uterus [0.472] | precocious puberty [0.439] | uterus [0.433]
http://purl.obolibrary.org/obo/MONDO_0020070,neonatal epilepsy syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0010033,"","","","","","","","","","","","","","",0.582,neonatal epilepsy syndrome [0.582] | neonatal/infantile epilepsy syndrome [0.56] | Neonatal onset [0.502],PROMOT mapping: 'Neonatal age' (LLM score: 0.582) | Candidates: neonatal epilepsy syndrome [0.582] | neonatal/infantile epilepsy syndrome [0.56] | Neonatal onset [0.502]
http://purl.obolibrary.org/obo/MONDO_0003659,pediatric lymphoma,"",http://purl.obolibrary.org/obo/PROMOT_0010034,"","","","","","","","","","","","","","",0.5986,pediatric lymphoma [0.599] | Pediatric onset [0.549] | Juvenile onset [0.514],PROMOT mapping: 'Pediatric age' (LLM score: 0.5986) | Candidates: pediatric lymphoma [0.599] | Pediatric onset [0.549] | Juvenile onset [0.514]
http://purl.obolibrary.org/obo/HP_0011463,Childhood onset,"",http://purl.obolibrary.org/obo/PROMOT_0010035,"","","","","","","","","","","","","","",0.4996,Childhood onset [0.5] | childhood-onset dementia [0.488] | congenital or acquired [0.479],PROMOT mapping: 'Childhood' (LLM score: 0.4996) | Candidates: Childhood onset [0.5] | childhood-onset dementia [0.488] | congenital or acquired [0.479]
http://purl.obolibrary.org/obo/MONDO_0100566,myoclonic epilepsy in infancy,"",http://purl.obolibrary.org/obo/PROMOT_0010036,"","","","","","","","","","","","","","",0.5711,myoclonic epilepsy in infancy [0.571] | neonatal/infantile epilepsy syndrome [0.571] | infantile epilepsy syndrome [0.568],PROMOT mapping: 'Infantile age' (LLM score: 0.5711) | Candidates: myoclonic epilepsy in infancy [0.571] | neonatal/infantile epilepsy syndrome [0.571] | infantile epilepsy syndrome [0.568]
http://purl.obolibrary.org/obo/MONDO_0054549,peroxisome biogenesis disorder 10B,"",http://purl.obolibrary.org/obo/PROMOT_0010038,"","","","","","","","","","","","","","",0.3958,peroxisome biogenesis disorder 10B [0.396] | premature aging syndrome [0.385] | peroxisome biogenesis disorder 7A (Zellweger) [0.376],PROMOT mapping: 'Perimenopausal age' (LLM score: 0.3958) | Candidates: peroxisome biogenesis disorder 10B [0.396] | premature aging syndrome [0.385] | peroxisome biogenesis disorder 7A (Zellweger) [0.376]
http://purl.obolibrary.org/obo/MONDO_0019303,premature aging syndrome,"",http://purl.obolibrary.org/obo/PROMOT_0010039,"","","","","","","","","","","","","","",0.4787,premature aging syndrome [0.479] | Young adult onset [0.473] | Middle age onset [0.421],PROMOT mapping: 'Postmenopausal age' (LLM score: 0.4787) | Candidates: premature aging syndrome [0.479] | Young adult onset [0.473] | Middle age onset [0.421]
http://purl.obolibrary.org/obo/MONDO_0016090,late-infantile/juvenile Krabbe disease,"",http://purl.obolibrary.org/obo/PROMOT_0010040,"","","","","","","","","","","","","","",0.3317,late-infantile/juvenile Krabbe disease [0.332] | Young adult onset [0.324] | cutaneous vasculitis [0.318],PROMOT mapping: 'Puerpural age' (LLM score: 0.3317) | Candidates: late-infantile/juvenile Krabbe disease [0.332] | Young adult onset [0.324] | cutaneous vasculitis [0.318]
http://purl.obolibrary.org/obo/MONDO_0015794,antenatal multiminicore disease with arthrogryposis multiplex congenita,"",http://purl.obolibrary.org/obo/PROMOT_0010043,"","","","","","","","","","","","","","",0.4979,antenatal multiminicore disease with arthrogryposis multiplex congenita [0.498] | autosomal recessive myogenic arthrogryposis multiplex congenita [0.483] | X-linked myotubular myopathy-abnormal genitalia syndrome [0.463],PROMOT mapping: 'Intersex at birth' (LLM score: 0.4979) | Candidates: antenatal multiminicore disease with arthrogryposis multiplex congenita [0.498] | autosomal recessive myogenic arthrogryposis multiplex congenita [0.483] | X-linked myotubular myopathy-abnormal genitalia syndrome [0.463]
http://purl.obolibrary.org/obo/UBERON_0000474,female reproductive system,"",http://purl.obolibrary.org/obo/PROMOT_0010047,"","","","","","","","","","","","","","",0.4453,female reproductive system [0.445] | Ambiguous genitalia [0.432] | female reproductive system neoplasm [0.396],PROMOT mapping: 'Female gender identity' (LLM score: 0.4453) | Candidates: female reproductive system [0.445] | Ambiguous genitalia [0.432] | female reproductive system neoplasm [0.396]
http://purl.obolibrary.org/obo/HP_0000062,Ambiguous genitalia,"",http://purl.obolibrary.org/obo/PROMOT_0010048|http://purl.obolibrary.org/obo/PROMOT_0010049|http://purl.obolibrary.org/obo/PROMOT_0010050|http://purl.obolibrary.org/obo/PROMOT_0010051|http://purl.obolibrary.org/obo/PROMOT_0010053|http://purl.obolibrary.org/obo/PROMOT_0010061,"","","","","","","","","","","","","","",0.4588,Ambiguous genitalia [0.447] | non-syndromic X-linked intellectual disability [0.406] | phenotype [0.405] || Ambiguous genitalia [0.422] | internal female genitalia [0.35] | female reproductive system [0.345] || Ambiguous genitalia [0.459] | female reproductive system [0.364] | internal female genitalia [0.355] || Ambiguous genitalia [0.343] | female reproductive system [0.299] | identifier [0.269] || Ambiguous genitalia [0.228] | restricted to specific location [0.217] | fully formed stage [0.214] || Ambiguous genitalia [0.295] | Abnormality of the genital system [0.255] | Niemann-Pick disease type E [0.241],PROMOT mapping: 'Identifies as nonbinary gender' (LLM score: 0.4472) | Candidates: Ambiguous genitalia [0.447] | non-syndromic X-linked intellectual disability [0.406] | phenotype [0.405] | PROMOT mapping: 'Male gender identity' (LLM score: 0.4222) | Candidates: Ambiguous genitalia [0.422] | internal female genitalia [0.35] | female reproductive system [0.345] | PROMOT mapping: 'Gender identity unknown' (LLM score: 0.4588) | Candidates: Ambiguous genitalia [0.459] | female reproductive system [0.364] | internal female genitalia [0.355] | PROMOT mapping: 'Gender identity not recorded' (LLM score: 0.3432) | Candidates: Ambiguous genitalia [0.343] | female reproductive system [0.299] | identifier [0.269] | PROMOT mapping: 'Consent status' (LLM score: 0.2282) | Candidates: Ambiguous genitalia [0.228] | restricted to specific location [0.217] | fully formed stage [0.214] | PROMOT mapping: 'Consent type' (LLM score: 0.2951) | Candidates: Ambiguous genitalia [0.295] | Abnormality of the genital system [0.255] | Niemann-Pick disease type E [0.241]
http://purl.obolibrary.org/obo/MONDO_0019052,inborn errors of metabolism,"",http://purl.obolibrary.org/obo/PROMOT_0010059,"","","","","","","","","","","","","","",0.211,inborn errors of metabolism [0.211] | infratentorial cancer [0.201] | neuromuscular disease caused by qualitative or quantitative defects of dystrophin [0.197],PROMOT mapping: 'Entered in Error' (LLM score: 0.211) | Candidates: inborn errors of metabolism [0.211] | infratentorial cancer [0.201] | neuromuscular disease caused by qualitative or quantitative defects of dystrophin [0.197]
http://purl.obolibrary.org/obo/IAO_0000027,data entity,"",http://purl.obolibrary.org/obo/PROMOT_0010063,"","","","","","","","","","","","","","",0.3409,data entity [0.341] | information content entity [0.263] | Device [0.253],PROMOT mapping: 'Consent to the reuse of data' (LLM score: 0.3409) | Candidates: data entity [0.341] | information content entity [0.263] | Device [0.253]
http://purl.obolibrary.org/obo/UBERON_0000465,material anatomical entity,"",http://purl.obolibrary.org/obo/PROMOT_0020002,http://purl.obolibrary.org/obo/HP_0000118,Phenotypic abnormality,"","","","","","","","","","","","",0.697,material anatomical entity [0.697] | immaterial anatomical entity [0.685] | developing anatomical structure [0.68],PROMOT mapping: 'Phenotypically related anatomical entity' (LLM score: 0.697) | Candidates: material anatomical entity [0.697] | immaterial anatomical entity [0.685] | developing anatomical structure [0.68]
http://purl.obolibrary.org/obo/MONDO_0958233,Bethlem myopathy 1B,"",http://purl.obolibrary.org/obo/PROMOT_0020004,http://snomed.info/id/125679009|http://snomed.info/id/125679009,Blood relative|Blood relative (person),"","","","","","","","","","","","",0.3725,Bethlem myopathy 1B [0.373] | post-infectious syndrome [0.361] | Bethlem myopathy 1A [0.353],PROMOT mapping: 'patient' (LLM score: 0.3725) | Candidates: Bethlem myopathy 1B [0.373] | post-infectious syndrome [0.361] | Bethlem myopathy 1A [0.353]
http://purl.obolibrary.org/obo/MONDO_0014282,hereditary spastic paraplegia 72,"",http://purl.obolibrary.org/obo/PROMOT_0031005,"","","","","","","","","","","","","","",0.3406,hereditary spastic paraplegia 72 [0.341] | hereditary spastic paraplegia 47 [0.335] | hereditary spastic paraplegia 27 [0.329],PROMOT mapping: 'variant origin unknown' (LLM score: 0.3406) | Candidates: hereditary spastic paraplegia 72 [0.341] | hereditary spastic paraplegia 47 [0.335] | hereditary spastic paraplegia 27 [0.329]
http://purl.obolibrary.org/obo/SO_1000008,point_mutation,"",http://purl.obolibrary.org/obo/PROMOT_0031006,"","","","","","","","","","","","","","",0.3576,point_mutation [0.358] | sequence_alteration [0.328] | replicon [0.313],PROMOT mapping: 'variant origin unrecorded' (LLM score: 0.3576) | Candidates: point_mutation [0.358] | sequence_alteration [0.328] | replicon [0.313]
http://purl.obolibrary.org/obo/UBERON_0013514,space surrounding organism,"",http://purl.obolibrary.org/obo/PROMOT_0031007|http://purl.obolibrary.org/obo/PROMOT_0031010,"","","","","","","","","","","","","","",0.3588,space surrounding organism [0.359] | Supine-to-Sit Test [0.301] | Severity [0.299] || space surrounding organism [0.33] | Supine-to-Sit Test [0.328] | transparent [0.314],PROMOT mapping: 'presence qualifier' (LLM score: 0.3588) | Candidates: space surrounding organism [0.359] | Supine-to-Sit Test [0.301] | Severity [0.299] | PROMOT mapping: 'presence unsure' (LLM score: 0.3304) | Candidates: space surrounding organism [0.33] | Supine-to-Sit Test [0.328] | transparent [0.314]
http://purl.obolibrary.org/obo/MONDO_0024417,perceptual disorders,"",http://purl.obolibrary.org/obo/PROMOT_0031011,"","","","","","","","","","","","","","",0.3552,perceptual disorders [0.355] | Disturbed sensory perception [0.351] | acute [0.333],PROMOT mapping: 'presence unrecorded' (LLM score: 0.3552) | Candidates: perceptual disorders [0.355] | Disturbed sensory perception [0.351] | acute [0.333]
http://purl.obolibrary.org/obo/HP_0011442,Abnormal central motor function,"",http://purl.obolibrary.org/obo/PROMOT_0032005,"","","","","","","","","","","","","","",0.4775,Abnormal central motor function [0.478] | asymmetric motor neuropathy [0.456] | Upper motor neuron dysfunction [0.431],PROMOT mapping: 'Double compound motor action potential abnormality' (LLM score: 0.4775) | Candidates: Abnormal central motor function [0.478] | asymmetric motor neuropathy [0.456] | Upper motor neuron dysfunction [0.431]
http://purl.obolibrary.org/obo/HP_0012378,Fatigue,"",http://purl.obolibrary.org/obo/PROMOT_0032006|http://purl.obolibrary.org/obo/PROMOT_0100015,"","",http://purl.obolibrary.org/obo/HP_0012378,Fatigue,"","","","","","","","","","",0.5696,Fatigue [0.57] | nutritional disorder [0.484] | glycogen storage disease due to lactate dehydrogenase M-subunit deficiency [0.445] || Fatigue [0.549] | Medical Research Council Scale for Muscle Strength [0.444] | 6 Minute Walk Functional Test 2008 Version [0.439],PROMOT mapping: 'Fatigue while eating' (LLM score: 0.5696) | Candidates: Fatigue [0.57] | nutritional disorder [0.484] | glycogen storage disease due to lactate dehydrogenase M-subunit deficiency [0.445] | PROMOT mapping: 'Assessment using Fatigue Severity Scale (FSS)' (LLM score: 0.5487) | Candidates: Fatigue [0.549] | Medical Research Council Scale for Muscle Strength [0.444] | 6 Minute Walk Functional Test 2008 Version [0.439]
http://purl.obolibrary.org/obo/HP_0030664,Beevor's sign,"",http://purl.obolibrary.org/obo/PROMOT_0032008,"","","","","","","","","","","","","","",0.2357,Beevor's sign [0.236] | lateral plate mesoderm [0.197] | developing anatomical structure [0.196],PROMOT mapping: 'Difficulty changing basic position' (LLM score: 0.2357) | Candidates: Beevor's sign [0.236] | lateral plate mesoderm [0.197] | developing anatomical structure [0.196]
http://purl.obolibrary.org/obo/MONDO_0000479,segmental dystonia,"",http://purl.obolibrary.org/obo/PROMOT_0032009,"","","","","","","","","","","","","","",0.4532,segmental dystonia [0.453] | Myotonia of the face [0.446] | Muscle mounding [0.41],PROMOT mapping: 'Anhedonia while eating' (LLM score: 0.4532) | Candidates: segmental dystonia [0.453] | Myotonia of the face [0.446] | Muscle mounding [0.41]
http://purl.obolibrary.org/obo/HP_0030319,Weakness of facial musculature,"",http://purl.obolibrary.org/obo/PROMOT_0032012,"","","","","","","","","","","","","","",0.7084,Weakness of facial musculature [0.708] | Neck muscle weakness [0.628] | Abnormality of facial musculature [0.622],PROMOT mapping: 'Fatiguable weakness of facial musculature' (LLM score: 0.7084) | Candidates: Weakness of facial musculature [0.708] | Neck muscle weakness [0.628] | Abnormality of facial musculature [0.622]
http://purl.obolibrary.org/obo/HP_0012507,Weakness of orbicularis oculi muscle,"",http://purl.obolibrary.org/obo/PROMOT_0032013,"","","","","","","","","","","","","","",0.7382,Weakness of orbicularis oculi muscle [0.738] | Weak extraocular muscles [0.699] | Muscle weakness [0.638],PROMOT mapping: 'Fatiguable weakness of the ocular muscles' (LLM score: 0.7382) | Candidates: Weakness of orbicularis oculi muscle [0.738] | Weak extraocular muscles [0.699] | Muscle weakness [0.638]
http://purl.obolibrary.org/obo/HP_0003327,Axial muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032014,"","","","","","","","","","","","","","",0.8673,Axial muscle weakness [0.867] | Weak extraocular muscles [0.67] | Muscle weakness [0.632],PROMOT mapping: 'Fatiguable weakness of axial muscles' (LLM score: 0.8673) | Candidates: Axial muscle weakness [0.867] | Weak extraocular muscles [0.67] | Muscle weakness [0.632]
http://purl.obolibrary.org/obo/HP_0001324,Muscle weakness,"",http://purl.obolibrary.org/obo/PROMOT_0032015,"","","","","","","","","","","","","","",0.5638,Muscle weakness [0.564] | Axial muscle weakness [0.514] | Neck muscle weakness [0.503],PROMOT mapping: 'Weakness of chewing muscles' (LLM score: 0.5638) | Candidates: Muscle weakness [0.564] | Axial muscle weakness [0.514] | Neck muscle weakness [0.503]
http://purl.obolibrary.org/obo/NCIT_C38084,Forced Expiratory Volume in 1 Second,"",http://purl.obolibrary.org/obo/PROMOT_0100005,"","",http://purl.obolibrary.org/obo/HP_0012735|http://purl.obolibrary.org/obo/HP_0012735,Cough|Cough ,http://id.who.int/icd/entity/1083127119|http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/446199613,Functions of coughing|Respiratory muscle functions|Functions of breathing through the mouth|Respiration functions,"","","","","","","","",0.503,Forced Expiratory Volume in 1 Second [0.503] | Reduced maximal expiratory pressure [0.468] | Cough [0.437],PROMOT mapping: 'Assessment of expiratory and cough peak flows using an expiratory flowmeter' (LLM score: 0.503) | Candidates: Forced Expiratory Volume in 1 Second [0.503] | Reduced maximal expiratory pressure [0.468] | Cough [0.437]
http://purl.obolibrary.org/obo/HP_0003401,Paresthesia,"",http://purl.obolibrary.org/obo/PROMOT_0100008,"","",http://purl.obolibrary.org/obo/HP_0003392,First dorsal interossei muscle weakness,"","","","","","","","","","",0.2953,Paresthesia [0.295] | Grip Strength [0.257] | Symptom Specific Assessment Tool [0.225],PROMOT mapping: 'Assessment of pinch strengh using B & L gauge' (LLM score: 0.2953) | Candidates: Paresthesia [0.295] | Grip Strength [0.257] | Symptom Specific Assessment Tool [0.225]
http://purl.obolibrary.org/obo/NCIT_C226984,Medical Research Council Scale for Muscle Strength,"",http://purl.obolibrary.org/obo/PROMOT_0100009,"","",http://purl.obolibrary.org/obo/HP_0003547|http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0003731|http://purl.obolibrary.org/obo/HP_0003810|http://purl.obolibrary.org/obo/HP_0008997|http://purl.obolibrary.org/obo/HP_0008997|http://purl.obolibrary.org/obo/HP_0009063|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0012515,Shoulder girdle muscle weakness|Late-onset proximal muscle weakness|Quadriceps muscle weakness|Late-onset distal muscle weakness|Proximal muscle weakness in upper limbs|Proximal upper limb muscle weakness|Progressive distal muscle weakness|Progressive proximal muscle weakness|Hip flexor weakness,"","","","","","","","","","",0.5897,Medical Research Council Scale for Muscle Strength [0.59] | Quantitative Muscle Testing [0.574] | Physical Strength [0.429],PROMOT mapping: 'Assessment of the maximum isometric muscle strength using MedUP dynamometer' (LLM score: 0.5897) | Candidates: Medical Research Council Scale for Muscle Strength [0.59] | Quantitative Muscle Testing [0.574] | Physical Strength [0.429]
http://purl.obolibrary.org/obo/NCIT_C226990,Iowa Oral Performance Instrument,"",http://purl.obolibrary.org/obo/PROMOT_0100010,"","",http://purl.obolibrary.org/obo/HP_0000183,Tongue muscle weakness,"","","","","","","","","","",0.6783,Iowa Oral Performance Instrument [0.678] | Eating Assessment Tool-10 [0.513] | mouth [0.418],PROMOT mapping: 'Assessment of tongue strengh using Iowa Oral Performance Instrument' (LLM score: 0.6783) | Candidates: Iowa Oral Performance Instrument [0.678] | Eating Assessment Tool-10 [0.513] | mouth [0.418]
http://purl.obolibrary.org/obo/NCIT_C102117,European Quality of Life Five Dimension Five Level Scale Questionnaire,"",http://purl.obolibrary.org/obo/PROMOT_0100011,"","",http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","","","","","",0.4439,European Quality of Life Five Dimension Five Level Scale Questionnaire [0.444] | 12-Item Multiple Sclerosis Walking Scale Questionnaire [0.426] | Medical Research Council Scale for Muscle Strength [0.407],PROMOT mapping: 'Assessment using Berg Balance Scale' (LLM score: 0.4439) | Candidates: European Quality of Life Five Dimension Five Level Scale Questionnaire [0.444] | 12-Item Multiple Sclerosis Walking Scale Questionnaire [0.426] | Medical Research Council Scale for Muscle Strength [0.407]
http://purl.obolibrary.org/obo/NCIT_C115791,Nine-Hole Peg Functional Test,"",http://purl.obolibrary.org/obo/PROMOT_0100016,"","",http://purl.obolibrary.org/obo/HP_0009005|http://purl.obolibrary.org/obo/HP_0031177|http://purl.obolibrary.org/obo/HP_0033466,Weakness of the intrinsic hand muscles|Finger flexor weakness|Weak grip,"","","","","","","","","","",0.4297,Nine-Hole Peg Functional Test [0.43] | Motor Function Assessment [0.411] | Quantitative Muscle Testing [0.402],PROMOT mapping: 'Assessment using Hand Jamar dynanometer' (LLM score: 0.4297) | Candidates: Nine-Hole Peg Functional Test [0.43] | Motor Function Assessment [0.411] | Quantitative Muscle Testing [0.402]
http://purl.obolibrary.org/obo/NCIT_C226988,Step Test,"",http://purl.obolibrary.org/obo/PROMOT_0100017,"","",http://purl.obolibrary.org/obo/HP_0003551|http://purl.obolibrary.org/obo/HP_0033235,Difficulty climbing stairs|Difficulty descending stairs,"","","","","","","","","","",0.6349,Step Test [0.635] | Difficulty climbing stairs [0.63] | Four Stair Ascend Test Functional Test [0.609],PROMOT mapping: 'Stair Climb Test' (LLM score: 0.6349) | Candidates: Step Test [0.635] | Difficulty climbing stairs [0.63] | Four Stair Ascend Test Functional Test [0.609]
